Position,EPC,σ(PC),V(R),R-L,L-M,M-H,Description
2222610,63.21,9.65,0.9,0.80,1.06,1.43,Low
2222700,64.83,10,0.99,0.82,1.10,1.47,Low
2223006,46.63,9.36,0.95,0.59,0.73,1.02,Medium
2223015,48.53,9.23,0.9,0.61,0.77,1.06,Medium
2223024,50.98,9.05,0.83,0.64,0.82,1.12,Medium
2223033,53.83,9.07,0.81,0.68,0.88,1.20,Low
2223042,56.89,9.17,0.81,0.72,0.94,1.27,Low
2223051,60.08,9.41,0.85,0.76,1.00,1.35,Low
2223060,63.42,9.61,0.88,0.80,1.07,1.44,Low
2223105,49.1,9.46,0.95,0.62,0.78,1.08,Medium
2223114,50.81,9.24,0.88,0.64,0.82,1.12,Medium
2223123,53.02,9.26,0.87,0.67,0.86,1.18,Medium
2223132,56.01,8.95,0.76,0.71,0.92,1.25,Low
2223141,58.85,9.32,0.84,0.74,0.98,1.32,Low
2223150,62.22,9.28,0.8,0.79,1.04,1.41,Low
2223204,51.82,9.46,0.93,0.65,0.84,1.15,Medium
2223213,53.39,9.42,0.91,0.67,0.87,1.18,Medium
2223222,55.87,8.99,0.77,0.71,0.92,1.25,Low
2223231,58.32,9.22,0.81,0.74,0.97,1.31,Low
2223240,61.7,9.02,0.73,0.78,1.03,1.39,Rollish
2223303,54.8,9.45,0.91,0.69,0.90,1.22,Medium
2223312,56.57,9.27,0.84,0.71,0.93,1.26,Low
2223321,58.61,9.35,0.85,0.74,0.97,1.32,Low
2223330,61.7,8.98,0.72,0.78,1.03,1.39,Rollish
2223402,57.9,9.56,0.91,0.73,0.96,1.30,Low
2223411,59.68,9.58,0.91,0.75,0.99,1.34,Low
2223420,62.14,9.23,0.79,0.79,1.04,1.40,Low
2223501,61.31,9.67,0.92,0.78,1.03,1.38,Low
2223510,63.15,9.62,0.89,0.80,1.06,1.43,Low
2223600,64.71,9.95,0.97,0.82,1.09,1.47,Low
2224005,50.47,9.57,0.98,0.64,0.81,1.11,Medium
2224014,52.41,9.55,0.96,0.66,0.85,1.16,Medium
2224023,54.88,9.5,0.92,0.69,0.90,1.22,Medium
2224032,57.69,9.44,0.88,0.73,0.95,1.29,Low
2224041,60.71,9.58,0.9,0.77,1.01,1.37,Low
2224050,63.9,9.77,0.93,0.81,1.08,1.45,Low
2224104,52.94,9.68,0.99,0.67,0.86,1.17,Medium
2224113,54.58,9.73,0.99,0.69,0.89,1.21,Medium
2224122,57.02,9.42,0.88,0.72,0.94,1.28,Low
2224131,59.64,9.6,0.91,0.75,0.99,1.34,Low
2224140,62.8,9.47,0.85,0.79,1.06,1.42,Low
2224203,55.66,9.82,1.01,0.70,0.91,1.24,Medium
2224212,57.36,9.6,0.93,0.72,0.95,1.28,Low
2224221,59.39,9.69,0.94,0.75,0.99,1.33,Low
2224230,62.4,9.3,0.8,0.79,1.05,1.41,Low
2224302,58.56,9.84,0.99,0.74,0.97,1.31,Medium
2224311,60.24,9.82,0.97,0.76,1.00,1.36,Low
2224320,62.62,9.44,0.84,0.79,1.05,1.42,Low
2224401,61.72,9.87,0.97,0.78,1.03,1.39,Low
2224410,63.48,9.78,0.93,0.80,1.07,1.44,Low
2224500,64.94,10.06,1.01,0.82,1.10,1.47,Low
2225004,54.38,9.89,1.04,0.69,0.89,1.21,Medium
2225013,56.44,9.95,1.04,0.71,0.93,1.26,Medium
2225022,58.88,9.88,1,0.74,0.98,1.32,Medium
2225031,61.65,9.9,0.98,0.78,1.03,1.39,Low
2225040,64.65,9.99,0.99,0.82,1.09,1.47,Low
2225103,56.84,10.06,1.07,0.72,0.94,1.27,Medium
2225112,58.64,9.97,1.03,0.74,0.97,1.32,Medium
2225121,60.87,10.07,1.04,0.77,1.02,1.37,Medium
2225130,63.72,9.8,0.94,0.81,1.07,1.44,Low
2225202,59.63,10.17,1.08,0.75,0.99,1.34,Medium
2225211,61.17,10.19,1.07,0.77,1.02,1.38,Medium
2225220,63.54,9.82,0.95,0.80,1.07,1.44,Low
2225301,62.51,10.2,1.07,0.79,1.05,1.41,Medium
2225310,64.22,10.07,1.01,0.81,1.08,1.46,Low
2225400,65.52,10.33,1.08,0.83,1.11,1.49,Low
2226003,58.44,10.21,1.1,0.74,0.97,1.31,Medium
2226012,60.52,10.33,1.12,0.77,1.01,1.36,Medium
2226021,62.98,10.3,1.09,0.80,1.06,1.42,Medium
2226030,65.71,10.31,1.08,0.83,1.11,1.49,Low
2226102,60.89,10.37,1.13,0.77,1.02,1.37,Medium
2226111,62.66,10.49,1.16,0.79,1.05,1.42,Medium
2226120,65.04,10.3,1.08,0.82,1.10,1.48,Low
2226201,63.63,10.53,1.16,0.81,1.07,1.44,Medium
2226210,65.33,10.43,1.12,0.83,1.11,1.48,Medium
2226300,66.49,10.63,1.17,0.84,1.13,1.51,Medium
2227002,62.54,10.59,1.19,0.79,1.05,1.41,Medium
2227011,64.7,10.66,1.19,0.82,1.09,1.47,Medium
2227020,67.12,10.71,1.19,0.85,1.14,1.53,Medium
2227101,64.99,10.76,1.22,0.82,1.10,1.47,Medium
2227110,66.85,10.78,1.21,0.85,1.14,1.52,Medium
2227200,67.76,10.85,1.23,0.86,1.16,1.54,Medium
2228001,66.73,10.93,1.27,0.85,1.13,1.52,Medium
2228010,68.89,11.03,1.28,0.87,1.18,1.57,Medium
2228100,69.15,11.1,1.3,0.88,1.18,1.58,Medium
2229000,70.94,11.3,1.36,0.90,1.22,1.62,Medium
2230008,40.64,9.09,0.92,0.51,0.61,0.87,High
2230017,42.46,8.93,0.86,0.53,0.65,0.91,Medium
2230026,44.99,8.7,0.78,0.57,0.70,0.97,Medium
2230035,47.87,8.68,0.75,0.60,0.76,1.05,Low
2230044,51.05,8.85,0.77,0.64,0.82,1.13,Low
2230053,54.23,9.08,0.81,0.68,0.88,1.21,Low
2230062,57.65,9.33,0.85,0.73,0.95,1.29,Low
2230071,61,9.55,0.89,0.77,1.02,1.38,Low
2230080,64.53,9.81,0.93,0.82,1.09,1.46,Low
2230107,43.08,9.17,0.92,0.54,0.66,0.93,Medium
2230116,44.88,8.99,0.86,0.56,0.70,0.97,Medium
2230125,47.33,8.8,0.79,0.60,0.75,1.03,Medium
2230134,50.22,8.75,0.75,0.63,0.80,1.11,Low
2230143,53.34,8.9,0.77,0.67,0.87,1.18,Low
2230152,56.55,9.13,0.8,0.71,0.93,1.26,Low
2230161,59.9,9.36,0.84,0.76,1.00,1.35,Low
2230170,63.3,9.61,0.89,0.80,1.07,1.43,Low
2230206,45.91,9.16,0.89,0.58,0.72,1.00,Medium
2230215,47.71,9.02,0.84,0.60,0.75,1.04,Medium
2230224,50.09,8.84,0.78,0.63,0.80,1.10,Low
2230233,53.06,8.79,0.74,0.67,0.86,1.18,Low
2230242,56.04,8.93,0.75,0.71,0.92,1.25,Low
2230251,59.37,9.16,0.79,0.75,0.99,1.33,Low
2230260,62.56,9.39,0.83,0.79,1.05,1.41,Low
2230305,49.01,9.18,0.88,0.62,0.78,1.08,Medium
2230314,50.89,9.08,0.84,0.64,0.82,1.12,Medium
2230323,53.33,8.93,0.78,0.67,0.87,1.18,Low
2230332,56.08,8.89,0.74,0.71,0.92,1.25,Low
2230341,59.3,9.05,0.76,0.75,0.99,1.33,Low
2230350,62.33,9.24,0.79,0.79,1.05,1.41,Low
2230404,52.36,9.31,0.89,0.66,0.85,1.16,Medium
2230413,54.23,9.25,0.86,0.68,0.88,1.21,Low
2230422,56.59,9.16,0.81,0.71,0.93,1.26,Low
2230431,59.52,9.14,0.78,0.75,0.99,1.34,Low
2230440,62.41,9.24,0.79,0.79,1.05,1.41,Low
2230503,55.75,9.52,0.92,0.70,0.92,1.24,Medium
2230512,57.71,9.52,0.9,0.73,0.95,1.29,Low
2230521,60.11,9.42,0.86,0.76,1.00,1.35,Low
2230530,62.79,9.4,0.83,0.79,1.06,1.42,Low
2230602,59.34,9.74,0.95,0.75,0.99,1.33,Low
2230611,61.25,9.75,0.94,0.77,1.03,1.38,Low
2230620,63.59,9.74,0.92,0.80,1.07,1.44,Low
2230701,62.93,10.03,1.01,0.80,1.06,1.42,Low
2230710,64.92,10.07,1.01,0.82,1.10,1.47,Low
2230800,66.64,10.26,1.05,0.84,1.13,1.52,Low
2231007,43.86,9.41,0.98,0.55,0.68,0.95,High
2231016,45.52,9.19,0.91,0.57,0.71,0.99,Medium
2231025,47.95,8.96,0.83,0.60,0.76,1.05,Medium
2231034,50.79,8.9,0.79,0.64,0.82,1.12,Low
2231043,53.9,9.05,0.8,0.68,0.88,1.20,Low
2231052,57.07,9.26,0.83,0.72,0.94,1.28,Low
2231061,60.44,9.49,0.87,0.76,1.01,1.36,Low
2231070,63.81,9.72,0.91,0.81,1.08,1.45,Low
2231106,46.27,9.44,0.97,0.58,0.73,1.01,Medium
2231115,47.81,9.4,0.95,0.60,0.76,1.05,Medium
2231124,50.28,8.97,0.81,0.63,0.81,1.11,Medium
2231133,52.98,9.1,0.82,0.67,0.86,1.17,Low
2231142,56.17,9.02,0.78,0.71,0.92,1.25,Low
2231151,59.21,9.43,0.87,0.75,0.98,1.33,Low
2231160,62.68,9.45,0.84,0.79,1.05,1.42,Low
2231205,48.95,9.46,0.96,0.62,0.78,1.07,Medium
2231214,50.68,9.23,0.88,0.64,0.81,1.12,Medium
2231223,52.84,9.22,0.86,0.67,0.86,1.17,Medium
2231232,55.83,8.9,0.75,0.70,0.92,1.25,Low
2231241,58.68,9.26,0.82,0.74,0.97,1.32,Low
2231250,62.05,9.2,0.78,0.78,1.04,1.40,Rollish
2231304,51.94,9.46,0.93,0.65,0.84,1.15,Medium
2231313,53.67,9.4,0.9,0.68,0.87,1.19,Medium
2231322,56.1,9.06,0.79,0.71,0.92,1.25,Low
2231331,58.73,9.21,0.81,0.74,0.97,1.32,Low
2231340,61.93,9.08,0.75,0.78,1.04,1.40,Rollish
2231403,55.18,9.51,0.92,0.70,0.90,1.23,Medium
2231412,57.04,9.41,0.88,0.72,0.94,1.28,Low
2231421,59.23,9.47,0.88,0.75,0.98,1.33,Low
2231430,62.16,9.18,0.77,0.79,1.04,1.40,Rollish
2231502,58.54,9.71,0.95,0.74,0.97,1.31,Low
2231511,60.38,9.75,0.95,0.76,1.01,1.36,Low
2231520,62.81,9.5,0.86,0.79,1.06,1.42,Low
2231601,62.06,9.89,0.98,0.79,1.04,1.40,Low
2231610,63.99,9.89,0.96,0.81,1.08,1.45,Low
2231700,65.63,10.18,1.04,0.83,1.11,1.49,Low
2232006,47.27,9.62,1.02,0.59,0.75,1.03,Medium
2232015,48.95,9.45,0.95,0.62,0.78,1.07,Medium
2232024,51.24,9.19,0.86,0.65,0.82,1.13,Medium
2232033,54.11,9.12,0.82,0.68,0.88,1.20,Low
2232042,57.06,9.22,0.82,0.72,0.94,1.28,Low
2232051,60.33,9.43,0.86,0.76,1.01,1.36,Low
2232060,63.54,9.64,0.89,0.80,1.07,1.44,Low
2232105,49.67,9.76,1.04,0.63,0.79,1.09,Medium
2232114,51.28,9.45,0.93,0.65,0.83,1.13,Medium
2232123,53.39,9.43,0.91,0.67,0.87,1.18,Medium
2232132,56.34,9.07,0.79,0.71,0.93,1.26,Low
2232141,59.16,9.42,0.86,0.75,0.98,1.33,Low
2232150,62.51,9.35,0.82,0.79,1.05,1.41,Low
2232204,52.31,9.69,1,0.66,0.85,1.16,Medium
2232213,53.82,9.65,0.97,0.68,0.88,1.20,Medium
2232222,56.25,9.17,0.82,0.71,0.93,1.26,Low
2232231,58.67,9.36,0.85,0.74,0.97,1.32,Low
2232240,62.02,9.13,0.76,0.78,1.04,1.40,Rollish
2232303,55.23,9.65,0.96,0.70,0.90,1.23,Medium
2232312,56.98,9.45,0.89,0.72,0.94,1.27,Low
2232321,58.98,9.49,0.89,0.75,0.98,1.32,Low
2232330,62.03,9.12,0.76,0.78,1.04,1.40,Rollish
2232402,58.31,9.72,0.96,0.74,0.97,1.31,Low
2232411,60.06,9.74,0.95,0.76,1.00,1.35,Low
2232420,62.5,9.37,0.82,0.79,1.05,1.41,Low
2232501,61.69,9.82,0.96,0.78,1.03,1.39,Low
2232510,63.54,9.75,0.92,0.80,1.07,1.44,Low
2232600,65.09,10.06,1.01,0.82,1.10,1.48,Low
2233005,50.89,9.79,1.04,0.64,0.82,1.12,Medium
2233014,52.58,9.67,0.99,0.66,0.85,1.16,Medium
2233023,54.98,9.45,0.9,0.69,0.90,1.22,Medium
2233032,57.64,9.39,0.87,0.73,0.95,1.29,Low
2233041,60.74,9.46,0.86,0.77,1.01,1.37,Low
2233050,63.78,9.66,0.9,0.81,1.08,1.44,Low
2233104,53.32,9.88,1.04,0.67,0.87,1.18,Medium
2233113,54.82,9.85,1.02,0.69,0.90,1.22,Medium
2233122,57.15,9.47,0.9,0.72,0.94,1.28,Low
2233131,59.72,9.56,0.9,0.75,0.99,1.34,Low
2233140,62.83,9.42,0.84,0.79,1.06,1.42,Low
2233203,55.92,9.93,1.04,0.71,0.92,1.25,Medium
2233212,57.56,9.71,0.96,0.73,0.95,1.29,Medium
2233221,59.51,9.7,0.94,0.75,0.99,1.34,Low
2233230,62.48,9.31,0.81,0.79,1.05,1.41,Low
2233302,58.76,9.91,1.01,0.74,0.98,1.32,Medium
2233311,60.39,9.86,0.98,0.76,1.01,1.36,Low
2233320,62.73,9.48,0.85,0.79,1.05,1.42,Low
2233401,61.88,9.91,0.98,0.78,1.04,1.40,Low
2233410,63.63,9.8,0.94,0.81,1.07,1.44,Low
2233500,65.08,10.06,1,0.82,1.10,1.48,Low
2234004,54.59,10.03,1.08,0.69,0.89,1.21,Medium
2234013,56.45,9.96,1.04,0.71,0.93,1.26,Medium
2234022,58.73,9.83,0.99,0.74,0.97,1.32,Medium
2234031,61.52,9.73,0.93,0.78,1.03,1.39,Low
2234040,64.39,9.85,0.95,0.82,1.09,1.46,Low
2234103,57.01,10.16,1.1,0.72,0.94,1.28,Medium
2234112,58.7,10.03,1.05,0.74,0.97,1.32,Medium
2234121,60.83,10,1.02,0.77,1.02,1.37,Medium
2234130,63.6,9.73,0.92,0.80,1.07,1.44,Low
2234202,59.7,10.21,1.09,0.75,0.99,1.34,Medium
2234211,61.19,10.19,1.07,0.77,1.02,1.38,Medium
2234220,63.49,9.81,0.94,0.80,1.07,1.44,Low
2234301,62.55,10.21,1.07,0.79,1.05,1.41,Medium
2234310,64.21,10.06,1.01,0.81,1.08,1.46,Low
2234400,65.51,10.28,1.07,0.83,1.11,1.49,Low
2235003,58.47,10.27,1.12,0.74,0.97,1.31,Medium
2235012,60.36,10.31,1.12,0.76,1.01,1.36,Medium
2235021,62.75,10.19,1.06,0.79,1.06,1.42,Medium
2235030,65.35,10.19,1.04,0.83,1.11,1.48,Low
2235102,60.9,10.4,1.14,0.77,1.02,1.37,Medium
2235111,62.55,10.48,1.15,0.79,1.05,1.41,Medium
2235120,64.84,10.25,1.06,0.82,1.10,1.47,Low
2235201,63.57,10.53,1.16,0.80,1.07,1.44,Medium
2235210,65.2,10.41,1.11,0.83,1.10,1.48,Medium
2235300,66.38,10.6,1.16,0.84,1.13,1.51,Medium
2236002,62.43,10.58,1.19,0.79,1.05,1.41,Medium
2236011,64.44,10.62,1.18,0.82,1.09,1.46,Medium
2236020,66.74,10.64,1.17,0.85,1.13,1.52,Medium
2236101,64.86,10.76,1.22,0.82,1.10,1.47,Medium
2236110,66.64,10.73,1.2,0.84,1.13,1.52,Medium
2236200,67.59,10.83,1.23,0.86,1.15,1.54,Medium
2237001,66.51,10.9,1.26,0.84,1.13,1.51,Medium
2237010,68.54,11.01,1.28,0.87,1.17,1.56,Medium
2237100,68.93,11.05,1.29,0.87,1.18,1.57,Medium
2238000,70.64,11.23,1.33,0.90,1.21,1.62,Medium
2240007,45.11,9.58,1.02,0.57,0.70,0.98,High
2240016,46.97,9.41,0.96,0.59,0.74,1.02,Medium
2240025,49.35,9.23,0.89,0.62,0.79,1.08,Medium
2240034,52.26,9.16,0.85,0.66,0.85,1.16,Medium
2240043,55.26,9.29,0.86,0.70,0.91,1.23,Low
2240052,58.55,9.48,0.89,0.74,0.97,1.31,Low
2240061,61.78,9.72,0.93,0.78,1.04,1.39,Low
2240070,65.28,9.93,0.96,0.83,1.11,1.48,Low
2240106,47.53,9.63,1.02,0.60,0.75,1.04,Medium
2240115,49.32,9.56,0.98,0.62,0.79,1.08,Medium
2240124,51.72,9.38,0.91,0.65,0.83,1.14,Medium
2240133,54.54,9.3,0.87,0.69,0.89,1.21,Low
2240142,57.6,9.42,0.88,0.73,0.95,1.29,Low
2240151,60.79,9.61,0.9,0.77,1.02,1.37,Low
2240160,64.1,9.84,0.95,0.81,1.08,1.45,Low
2240205,50.25,9.65,1,0.63,0.81,1.11,Medium
2240214,52.1,9.58,0.97,0.66,0.84,1.15,Medium
2240223,54.48,9.42,0.9,0.69,0.89,1.21,Medium
2240232,57.23,9.37,0.87,0.72,0.94,1.28,Low
2240241,60.35,9.46,0.87,0.76,1.01,1.36,Low
2240250,63.44,9.68,0.9,0.80,1.07,1.44,Low
2240304,53.37,9.63,0.97,0.67,0.87,1.18,Medium
2240313,55.19,9.61,0.95,0.70,0.90,1.23,Medium
2240322,57.53,9.51,0.9,0.73,0.95,1.29,Low
2240331,60.4,9.44,0.86,0.76,1.01,1.36,Low
2240340,63.32,9.56,0.87,0.80,1.07,1.43,Low
2240403,56.57,9.8,0.99,0.71,0.93,1.26,Medium
2240412,58.51,9.77,0.97,0.74,0.97,1.31,Low
2240421,60.86,9.67,0.92,0.77,1.02,1.37,Low
2240430,63.56,9.65,0.89,0.80,1.07,1.44,Low
2240502,60.04,9.92,1,0.76,1.00,1.35,Low
2240511,61.89,9.97,1,0.78,1.04,1.40,Low
2240520,64.23,9.94,0.97,0.81,1.08,1.46,Low
2240601,63.49,10.21,1.06,0.80,1.07,1.44,Low
2240610,65.47,10.23,1.05,0.83,1.11,1.49,Low
2240700,67.14,10.39,1.09,0.85,1.14,1.53,Low
2241006,48.26,9.85,1.07,0.61,0.77,1.06,High
2241015,49.92,9.72,1.02,0.63,0.80,1.10,Medium
2241024,52.22,9.47,0.93,0.66,0.84,1.16,Medium
2241033,55.03,9.37,0.88,0.69,0.90,1.23,Low
2241042,58.02,9.48,0.89,0.73,0.96,1.30,Low
2241051,61.23,9.66,0.92,0.77,1.02,1.38,Low
2241060,64.49,9.89,0.96,0.82,1.09,1.46,Low
2241105,50.62,9.98,1.09,0.64,0.81,1.12,Medium
2241114,52.29,9.78,1.02,0.66,0.85,1.16,Medium
2241123,54.48,9.71,0.99,0.69,0.89,1.21,Medium
2241132,57.34,9.44,0.88,0.72,0.95,1.28,Low
2241141,60.24,9.69,0.93,0.76,1.00,1.36,Low
2241150,63.49,9.71,0.91,0.80,1.07,1.44,Low
2241204,53.3,9.96,1.07,0.67,0.87,1.18,Medium
2241213,54.9,9.93,1.04,0.69,0.90,1.22,Medium
2241222,57.26,9.58,0.92,0.72,0.95,1.28,Low
2241231,59.87,9.68,0.93,0.76,1.00,1.35,Low
2241240,62.99,9.54,0.87,0.80,1.06,1.42,Low
2241303,56.24,9.94,1.04,0.71,0.92,1.26,Medium
2241312,58.01,9.82,0.99,0.73,0.96,1.30,Medium
2241321,60.17,9.81,0.97,0.76,1.00,1.35,Low
2241330,63.01,9.54,0.87,0.80,1.06,1.43,Low
2241402,59.4,10.03,1.04,0.75,0.99,1.34,Medium
2241411,61.16,10.03,1.03,0.77,1.02,1.38,Medium
2241420,63.52,9.79,0.94,0.80,1.07,1.44,Low
2241501,62.74,10.15,1.05,0.79,1.05,1.42,Low
2241510,64.6,10.12,1.03,0.82,1.09,1.47,Low
2241600,66.19,10.37,1.09,0.84,1.12,1.50,Low
2242005,51.66,10.09,1.12,0.65,0.83,1.14,Medium
2242014,53.21,9.93,1.06,0.67,0.86,1.18,Medium
2242023,55.52,9.65,0.96,0.70,0.91,1.24,Medium
2242032,58.13,9.56,0.91,0.73,0.96,1.30,Low
2242041,61.22,9.6,0.9,0.77,1.02,1.38,Low
2242050,64.23,9.8,0.93,0.81,1.08,1.46,Low
2242104,54.06,10.18,1.13,0.68,0.88,1.20,Medium
2242113,55.48,10.15,1.11,0.70,0.91,1.24,Medium
2242122,57.76,9.73,0.96,0.73,0.96,1.29,Medium
2242131,60.32,9.81,0.97,0.76,1.01,1.36,Low
2242140,63.39,9.64,0.89,0.80,1.07,1.43,Low
2242203,56.61,10.24,1.12,0.71,0.93,1.27,Medium
2242212,58.22,10.01,1.04,0.74,0.96,1.31,Medium
2242221,60.18,10,1.03,0.76,1.00,1.35,Medium
2242230,63.09,9.59,0.88,0.80,1.06,1.43,Low
2242302,59.43,10.2,1.09,0.75,0.99,1.34,Medium
2242311,61.05,10.15,1.06,0.77,1.02,1.38,Medium
2242320,63.36,9.78,0.93,0.80,1.07,1.43,Low
2242401,62.53,10.19,1.06,0.79,1.05,1.41,Medium
2242410,64.28,10.09,1.02,0.81,1.09,1.46,Low
2242500,65.75,10.33,1.08,0.83,1.12,1.49,Low
2243004,55.2,10.3,1.15,0.70,0.90,1.23,Medium
2243013,56.86,10.12,1.09,0.72,0.94,1.27,Medium
2243022,59,9.92,1.01,0.75,0.98,1.33,Medium
2243031,61.76,9.75,0.94,0.78,1.04,1.39,Low
2243040,64.56,9.84,0.94,0.82,1.09,1.46,Low
2243103,57.59,10.42,1.17,0.73,0.95,1.29,Medium
2243112,59.13,10.24,1.11,0.75,0.98,1.33,Medium
2243121,61.18,10.14,1.06,0.77,1.02,1.38,Medium
2243130,63.88,9.82,0.94,0.81,1.08,1.45,Low
2243202,60.18,10.43,1.16,0.76,1.00,1.35,Medium
2243211,61.62,10.39,1.13,0.78,1.03,1.39,Medium
2243220,63.85,9.98,0.99,0.81,1.08,1.45,Low
2243301,62.97,10.4,1.12,0.80,1.06,1.42,Medium
2243310,64.6,10.24,1.06,0.82,1.09,1.47,Low
2243400,65.92,10.44,1.11,0.83,1.12,1.50,Low
2244003,58.87,10.49,1.18,0.74,0.98,1.32,Medium
2244012,60.57,10.41,1.15,0.77,1.01,1.36,Medium
2244021,62.85,10.18,1.06,0.80,1.06,1.42,Medium
2244030,65.36,10.13,1.02,0.83,1.11,1.48,Low
2244102,61.28,10.61,1.2,0.78,1.03,1.38,Medium
2244111,62.81,10.6,1.19,0.79,1.06,1.42,Medium
2244120,64.97,10.3,1.08,0.82,1.10,1.47,Low
2244201,63.87,10.71,1.21,0.81,1.08,1.45,Medium
2244210,65.43,10.54,1.15,0.83,1.11,1.49,Medium
2244300,66.63,10.71,1.19,0.84,1.13,1.52,Medium
2245002,62.66,10.72,1.23,0.79,1.05,1.42,Medium
2245011,64.5,10.68,1.2,0.82,1.09,1.46,Medium
2245020,66.66,10.61,1.16,0.84,1.13,1.52,Medium
2245101,65.05,10.89,1.27,0.82,1.10,1.48,Medium
2245110,66.72,10.82,1.23,0.84,1.13,1.52,Medium
2245200,67.73,10.96,1.27,0.86,1.15,1.54,Medium
2246001,66.58,10.98,1.28,0.84,1.13,1.51,Medium
2246010,68.46,11.04,1.29,0.87,1.17,1.56,Medium
2246100,68.99,11.13,1.31,0.87,1.18,1.57,Medium
2247000,70.58,11.28,1.35,0.89,1.21,1.61,Medium
2250006,49.65,9.98,1.1,0.63,0.79,1.09,High
2250015,51.49,9.92,1.07,0.65,0.83,1.14,Medium
2250024,53.89,9.73,0.99,0.68,0.88,1.20,Medium
2250033,56.62,9.69,0.96,0.72,0.93,1.27,Medium
2250042,59.71,9.76,0.96,0.75,0.99,1.34,Low
2250051,62.81,9.97,0.99,0.79,1.06,1.42,Low
2250060,66.19,10.15,1.02,0.84,1.12,1.50,Low
2250105,52.02,10.09,1.12,0.66,0.84,1.15,Medium
2250114,53.87,10.07,1.09,0.68,0.88,1.20,Medium
2250123,56.23,9.93,1.04,0.71,0.92,1.26,Medium
2250132,58.98,9.87,1,0.75,0.98,1.32,Medium
2250141,61.99,9.93,0.99,0.78,1.04,1.40,Low
2250150,65.15,10.13,1.03,0.82,1.10,1.48,Low
2250204,54.73,10.1,1.1,0.69,0.89,1.22,Medium
2250213,56.58,10.1,1.08,0.71,0.93,1.26,Medium
